Name,Play Number,QB Comment,Series,Down,Distance,Field Position,Gain,Personnel,The_Play,Formation,Motion,Play,Run Concept,Pass Concept,R/P,Pass Result,QB#,J#,EFF
"06 NCCR OFF vs. MDNA (10/14/23), Play 018",18,DOWNS,4,2,6,-7,9,13-Z,(U) FIB TRIPS LT TITE Z-TOPGUN ROACH,TRIPS,TOPGUN-Z,ROACH,ROACH-LEECH,,R,,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 019",19,DOWNS,4,1,10,-16,11,13-Z,(P) H-IN DEUCE LT CLOSE S. CINCY EDGE,DEUCE,IN-H,S. CINCY EDGE,CINCY EDGE,,R,,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 020",20,DOWNS,4,1,10,-27,5,21,FIB DOUBLE RT OFF H-PLANE SAME BEETLE SLICE,DOUBLE,PLANE-H,BEETLE SLICE,BEETLE-SPIDER SLICE,,R,,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 021",21,DOWNS,4,2,5,-32,7,12,FIB DOUBLE LT OFF N. CALI LUCY,DOUBLE,,N. CALI LUCY,,,P,C,11,18,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 022",22,DOWNS,4,1,10,-39,-6,12,FIB DUAL RT N. LA GRONK,DUAL,,N. LA GRONK,,GRONK,P,SACK,11,11,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 023",23,DOWNS,4,2,16,-33,16,12,Z-TANGO LT SAME SPIDER,TANGO,,SAME SPIDER,BEETLE-SPIDER,,R,,11,0,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 024",24,DOWNS,4,1,10,-49,0,21,(U) NEAR RT ROACH CUT,NEAR,,ROACH CUT,ROACH-LEECH CUT,,R,,11,0,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 025",25,DOWNS,4,2,10,-49,9,21,FIB FEDEX LT STACK H-TOPGUN SPIDER FORCE,FEDEX,TOPGUN-H,SPIDER FORCE,BEETLE-SPIDER,,R,,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 026",26,DOWNS,4,3,1,42,0,12,TRIPS RT SHOW LIZZY MAX 5-1,TRIPS,,LIZZY MAX 5-1,,1-May,P,I,11,10,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 027",27,,4,4,1,42,0,12,FIRE HUDDLE TRAIN RT SNEAKER OMAR,TRAIN,,SNEAKER OMAR,SNEAKER OMAR,,R,,11,11,PEN
"06 NCCR OFF vs. MDNA (10/14/23), Play 028",28,PUNT,5,0,10,-20,5,21,(P) FIB DEUCE LT OFF CLASSY SPIDER SLICE,DEUCE,,SPIDER SLICE,BEETLE-SPIDER SLICE,,R,,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 029",29,PUNT,5,2,5,-25,0,21,NINER WIDOW,TROUBLE,,NINER WIDOW,BEETLE-SPIDER,,R,,11,13,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 030",30,PUNT,5,3,5,-25,0,11,DUAL RT CLASSY QK JACK SPACING X-STICK,DUAL,,QK JACK SPACING X-STICK,,SPACING STICK-X,P,DROP,11,12,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 031",31,PUNT,6,0,10,-29,-1,12,FIB DOUBLE RT OFF BEAR OMAR,DOUBLE,,BEAR OMAR,BEAR-LION OMAR,,R,,4,0,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 032",32,PUNT,6,2,11,-28,3,12,TROUBLE LT H-PLANE LEECH CUT,TROUBLE,PLANE-H,LEECH CUT,ROACH-LEECH CUT,,R,,11,0,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 033",33,PUNT,6,3,8,-31,8,12,FLANK RT F-JACK HERO SPACING,FLANK,,F-JACK HERO SPACING,,HERO SPACING,P,C,11,12,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 034",34,PUNT,6,1,10,-39,15,12,TROUBLE RT H-PLANE ROACH CUT,TROUBLE,PLANE-H,ROACH CUT,ROACH-LEECH CUT,,R,,11,0,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 035",35,PUNT,6,1,10,46,0,11,DUAL RT OFF JACK Y-PUNCH DANCER,DUAL,,JACK Y-PUNCH DANCER,,PUNCH-Y DANCER,P,I,11,18,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 036",36,PUNT,6,2,10,46,0,11,TRAIN LT OFF JACK STAY PIN BOOT,TRAIN,,JACK STAY PIN BOOT,,PIN BOOT,P,I,11,15,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 037",37,PUNT,6,3,10,46,3,11,DAFFY RT Y-PLANE SPIDER CUT,DAFFY,PLANE-Y,SPIDER CUT,BEETLE-SPIDER CUT,,R,,11,13,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 038",38,END OF HALF,7,0,10,-19,-2,,VICTORY,,,VICTORY,VICTORY,,X,,11,11,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 039",39,INTERCEPTION,8,0,10,-17,4,13-X,(P) YAHOO FIB NEAR LT NASTY SPIDER OMAHA,NEAR,YAHOO,SPIDER OMAHA,BEETLE-SPIDER,OMAHA,R,,11,0,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 040",40,INTERCEPTION,8,2,6,-21,2,12,(P) DOT LT ROACH,DOT,,ROACH,ROACH-LEECH,,R,,11,0,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 041",41,INTERCEPTION,8,3,4,-23,0,12,HAC DEUCE LT SLOT STACK N. SPRINTY COAT,DEUCE,AC-H,N. SPRINTY COAT,,COAT,P,INT,11,10,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 042",42,PUNT,9,0,10,-10,1,12,(P) DEUCE RT OFF BEAR BOX,DEUCE,,BEAR BOX,BEAR-LION BOX,,R,,11,13,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 043",43,PUNT,9,2,9,-11,1,12,FIB DOUBLE LT OFF H-PLANE SAME SPIDER SLICE,DOUBLE,PLANE-H,SPIDER SLICE,BEETLE-SPIDER SLICE,,R,,11,13,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 044",44,PUNT,9,3,8,-12,0,11,DAFFY RT Y-IN LIZZY Z-5-1 SUN SWITCH,DAFFY,IN-Y,LIZZY Z-5-1 SUN SWITCH,,5-1-Z SUN SWITCH,P,I,11,12,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 045",45,PUNT,10,0,10,-20,3,21,FIB FEDEX RT STACK H-TOPGUN BEETLE FORCE,FEDEX,TOPGUN-H,BEETLE FORCE,BEETLE-SPIDER,,R,,11,13,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 046",46,PUNT,10,2,7,-23,2,21,FIB DEUCE LT OFF CLASSY N. CALI LUCY,DEUCE,,N. CALI LUCY,,,P,C,11,18,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 047",47,PUNT,10,3,5,-25,0,11,TROLLY RT H-IN JILL STAY PIN SWITCH OMAHA,TROLLY,IN-H,JILL STAY PIN SWITCH OMAHA,,PIN SWITCH OMAHA,P,I,11,12,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 048",48,PUNT,11,0,10,-30,0,12,HAC TRIPS RT N. PITT QUAD,TRIPS,TOPGUN-H,N. PITT QUAD,PITT QUAD,,R,,11,0,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 049",49,PUNT,11,2,10,-30,0,11,FIB DUAL LT OFF N. CALI Z-WAVE,DUAL,,N. CALI Z-WAVE,,WAVE-Z,P,I,11,83,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 050",50,,11,3,10,-25,,11,DAFFY RT Y-IN F-JACK GOTTI ICE,DAFFY,IN-Y,F-JACK GOTTI ICE,,GOTTI ICE,X,,11,,PEN
"06 NCCR OFF vs. MDNA (10/14/23), Play 051",51,PUNT,11,3,15,-25,1,11,DAFFY RT Y-PLANE SPIDER CUT,DAFFY,PLANE-Y,SPIDER CUT,BEETLE-SPIDER CUT,,R,,11,13,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 052",52,FUMBLE,12,0,10,-27,0,11,YAC TRAIN LT S. GOLFER SAIL,TRAIN,AC-Y,S. GOLFER SAIL,,GOLFER SAIL,P,I,11,12,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 053",53,FUMBLE,12,2,10,-27,-1,12,JCAT FIB DOUBLE LT OFF H-PLANE SPIDER SLICE FOLLOW,DOUBLE,PLANE-H,SPIDER SLICE FOLLOW,BEETLE-SPIDER SLICE FOLLOW,,R,,4,4,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 054",54,FUMBLE,12,3,11,-26,34,11,Z-TANGO LT RIPPY SPEAR,TANGO,,RIPPY SPEAR,,SPEAR,P,C,11,12,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 055",55,FUMBLE,12,1,10,40,6,11,TROLLY RT Y-PLANE SAME SPIDER CUT,TROLLY,PLANE-Y,SAME SPIDER CUT,BEETLE-SPIDER CUT,,R,,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 056",56,FUMBLE,12,2,4,34,-9,12,FLANK LT CLASSY QK F-JILL Y-STICK SPACING,FLANK,,QK F-JILL Y-STICK SPACING,,STICK-Y SPACING,P,SACK,11,11,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 057",57,FUMBLE,12,3,13,43,0,11,Z-TANGO LT SHOW RIPPY Z-TSUNAMI,TANGO,,RIPPY Z-TSUNAMI,,TSUNAMI-Z,P,SACK FUMBLE,11,11,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 058",58,DOWNS,13,0,10,-25,51,12,FLANK LT N. TEXAS Z-SKI,FLANK,,N. TEXAS Z-SKI,,SKI-Z,P,C,11,10,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 059",59,,13,1,10,24,,12,JCAT TRIPS RT B Q N. PITT QUAD,TRIPS,,Q N. PITT QUAD,PITT QUAD Q,,R,,4,,PEN
"06 NCCR OFF vs. MDNA (10/14/23), Play 060",60,DOWNS,13,1,15,29,4,21,JCAT FIB DOUBLE RT H-PLANE FLASH N. CINCY,DOUBLE,PLANE-H,FLASH N. CINCY,CINCY,,R,,4,4,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 061",61,,13,2,11,24,,12,FIB DUAL LT OFF S. LA GRONK,DUAL,,S. LA GRONK,,GRONK,P,DEFENSIVE PI,11,81,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 062",62,DOWNS,13,1,10,15,2,12,FLANK RT SAME BEETLE LOOKIE,FLANK,,BEETLE LOOKIE,BEETLE-SPIDER,LOOKIE,R,,11,0,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 063",63,DOWNS,13,2,8,13,0,12,HAC FLANK RT LIZZY MAX DRACO,FLANK,TOPGUN-H,LIZZY MAX DRACO,,DRACO,P,I,11,10,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 064",64,DOWNS,13,3,8,13,6,11,ROCKY DAFFY RT 1 ROCK CHOP STICK,DAFFY,,ROCK CHOP STICK,,CHOP STICK,P,C,11,81,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 065",65,DOWNS,13,4,2,7,0,11,TROLLY LT H-IN JACK STAY PIN SWITCH OMAHA,TROLLY,IN-H,JACK STAY PIN SWITCH OMAHA,,PIN SWITCH OMAHA,P,I,11,10,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 066",66,INTERCEPTION,14,0,10,-20,7,11,TRAIN RT JILL CHIP H-DRIVE DANCER,TRAIN,,JILL CHIP H-DRIVE DANCER,,DRIVE-H DANCER,P,C,11,10,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 067",67,INTERCEPTION,14,2,3,-27,-6,11,TRAIN RT OFF LIZZY SUN,TRAIN,,LIZZY SUN,,SUN,P,SACK,11,11,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 068",68,INTERCEPTION,14,3,9,-21,19,11,TRAIN RT OFF S. TEXAS H-SKI,TRAIN,,S. TEXAS H-SKI,,SKI-H,P,C,11,83,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 069",69,INTERCEPTION,14,1,10,-40,12,11,DUAL LT OFF X-IN RIPPY 5-1,DUAL,IN-X,RIPPY 5-1,,1-May,P,SR,11,11,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 070",70,INTERCEPTION,14,1,10,48,7,11,TRAIN RT OFF LOAD STICK SLAY,TRAIN,,LOAD STICK SLAY,,STICK SLAY,P,C,11,22,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 071",71,INTERCEPTION,14,2,3,41,4,11,TRAIN RT OFF SALLY,TRAIN,,SALLY,,,P,C,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 072",72,INTERCEPTION,14,1,10,37,0,11,CLOCK IT,,,CLOCK IT,,,X,,11,11,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 073",73,INTERCEPTION,14,2,10,37,0,12,DUAL LT OFF JILL STAY JUMPBALL,DUAL,,JILL STAY JUMP BALL,,JUMPBALL,P,INT,11,,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 001",1,FIELD GOAL,1,0,10,-18,,21,(U) NEAR RT QK H-BEETLE R-ALLEY,NEAR,,QK H-BEETLE R-ALLEY,BEETLE-SPIDER H,,R,,4,35,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 002",2,FIELD GOAL,1,2,16,-12,6,12,DEUCE LT SLOT BEAR OMAR CHECK (CK. LION OLY),DEUCE,,LION OLY,BEAR-LION OMAR,,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 003",3,FIELD GOAL,1,3,10,-18,17,11,Z-TANGO LT BASH JILL LICK WRANGLE COFFEE,TANGO,,JILL LICK WRANGLE COFFEE,,WRANGLE COFFEE,P,C,4,12,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 004",4,FIELD GOAL,1,1,10,-35,18,11,FIB TRAIN RT H-BACK ROACH H-ALLEY,TRAIN,BACK-H,ROACH H-ALLEY,ROACH-LEECH ALLEY,,R,,4,13,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 005",5,FIELD GOAL,1,1,10,47,10,11,FIB DOUBLE LT OFF H-JET JAGUAR BROOM,DOUBLE,JET-H,JAGUAR BROOM,WOLF-JAGUAR SWEEP,,P,C,4,10,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 006",6,FIELD GOAL,1,1,10,37,-1,21,(P) FIB DEUCE RT H-TOPGUN N. PITT,DEUCE,TOPGUN-H,N. PITT,PITT,,R,,4,13,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 007",7,FIELD GOAL,1,2,11,38,2,12,FIB TRAIN LT BILLY SAME SPIDER X-HITCH,TRAIN,,SAME SPIDER X-HITCH,BEETLE-SPIDER,HITCH-X,R,,4,0,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 008",8,FIELD GOAL,1,3,9,36,6,11,(P) TRAIN RT OFF BEAR OMAR CHECK,TRAIN,,BEAR OMAR,BEAR-LION OMAR,,R,,4,13,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 009",9,FIELD GOAL,1,4,3,30,11,12,DEUCE RT SLOT LION OLY CHECK,DEUCE,,LION OLY,BEAR-LION OMAR,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 010",10,FIELD GOAL,1,1,10,19,0,12,HOPPY NEAR RT NASTY N. PITT COVER CRACK,NEAR,HOPPY,N. PITT COVER CRACK,PITT COVER,,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 011",11,FIELD GOAL,1,2,10,19,,12,HAC TRIPS LT OX ELEPHANT OLY (CK. N. SPEEDO),TRIPS,AC-H,N. SPEEDO,SPEEDO,,R,,4,13,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 012",12,FIELD GOAL,1,3,8,24,0,11,BUMP Z-TANGO RT S. SPRINT RECLINER,TANGO,,S. SPRINT RECLINER,,RECLINER,P,I,4,12,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 013",13,PUNT,2,0,10,-40,-1,21,(U) NEAR LT QK H-SPIDER R-ALLEY,NEAR,,QK H-SPIDER R-ALLEY,BEETLE-SPIDER H,,R,,4,35,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 014",14,PUNT,2,2,11,-39,5,21,H-IN FRISCO RT FLASH N. CINCY LOOKIE,FRISCO,IN-H,N. CINCY LOOKIE,CINCY,LOOKIE,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 015",15,PUNT,2,3,6,-44,1,11,YAC DUAL RT NASTY ROCK Y-DELAY ANKLE (CK. BEAR OMAR),DUAL,AC-Y,BEAR OMAR,BEAR-LION OMAR,,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 016",16,PUNT,3,0,10,-46,0,12,TRAIN RT H-BACK N. LA GRONK X-CATS,TRAIN,BACK-H,N. LA GRONK X-CATS,,GRONK,P,I,4,18,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 017",17,PUNT,3,2,10,-46,4,12,DOT LT Z-DBL JET ROACH Y-CULDESAC,DOT,DBL JET-Z,ROACH Y-CULDESAC,ROACH-LEECH,,R,,4,13,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 018",18,PUNT,3,3,6,50,5,11,YAC DUAL RT NASTY ROCK Y-DELAY ANKLE,DUAL,AC-Y,ROCK Y-DELAY ANKLE,,DELAY-Y ANKLE,P,SR,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 019",19,,3,4,1,45,,11-F,(P) TRIO RT THURSDAY,TRIO,,THURSDAY,,,X,,4,,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 020",20,,3,1,10,40,,11,(P) TRAIN RT H-BACK ROACH H-ALLEY (CK. S. SPEEDO),TRAIN,,S. SPEEDO,SPEEDO,,R,,4,13,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 021",21,PUNT,3,1,25,-45,-4,11,(P) TRAIN RT H-BACK ROACH H-ALLEY (CK. WOLF),TRAIN,,WOLF,WOLF-JAGUAR,,R,,4,13,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 022",22,PUNT,3,2,29,-41,5,12,FIB TRAIN LT OFF H-TOPGUN BEETLE Y-TRAIL,TRAIN,TOPGUN-H,BEETLE Y-TRAIL,BEETLE-SPIDER,,P,C,4,81,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 023",23,PUNT,3,3,24,-46,8,11,Z-TANGO RT BASH JACK RICK WRANGLE COFFEE,TANGO,,JACK RICK WRANGLE COFFEE,,WRANGLE COFFEE,P,SR,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 024",24,INTERCEPTION,4,0,10,-30,5,12,TRIPS RT OX RHINO OMAR,TRIPS,,RHINO OMAR,ELEPHANT-RHINO OMAR,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 025",25,INTERCEPTION,4,2,5,-35,2,12,(P) DUAL RT H-PLANE N. CINCY,DUAL,PLANE-H,N. CINCY,CINCY,,R,,4,0,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 026",26,INTERCEPTION,4,3,3,-37,2,12,(P) TRAIN LT OFF LION OLY CHECK,TRAIN,,LION OLY,BEAR-LION OMAR,,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 027",27,INTERCEPTION,4,4,1,-39,2,12,(P) TRIO RT WHISKEY ROCKY TRIO RT 1 JORDAN,TRIO,,JORDAN,JORDAN,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 028",28,INTERCEPTION,4,1,10,-41,,11,(P) FIB DOUBLE RT OFF H-BACK LIZZY ALLEY X-SURF,DOUBLE,BACK-H,LIZZY ALLEY X-SURF,,SURF-X,P,INT,4,12,
"07 NCCR OFF vs. NCEA (10/21/23), Play 029",29,PUNT,5,0,10,-20,2,12,HAC DEUCE RT SLOT N. CINCY,DEUCE,AC-H,N. CINCY,CINCY,,R,,4,13,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 030",30,PUNT,5,2,8,-22,4,12,FIB THIEF RT BILLY Z-TOPGUN ROACH CUT X-STICK,THIEF,TOPGUN-Z,ROACH CUT X-STICK,ROACH-LEECH CUT,STICK-X,R,,4,13,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 031",31,PUNT,5,3,4,-26,0,12,H-TANGO RT H-AGGY ROCK Y-STICK Z-SPOON,TANGO,AGGY-H,ROCK Y-STICK Z-SPOON,,STICK-Y SPOON-Z,P,I,4,81,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 032",32,PUNT,6,0,10,-13,4,11,(P) FIB TRAIN RT H-BACK ROACH H-ALLEY,TRAIN,BACK-H,ROACH H-ALLEY,ROACH-LEECH ALLEY,,R,,4,0,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 033",33,PUNT,6,2,6,-17,-2,11,FIB DOUBLE LT OFF H-JET JAGUAR BROOM,DOUBLE,JET-H,JAGUAR BROOM,WOLF-JAGUAR SWEEP,,P,C,4,10,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 034",34,PUNT,6,3,8,-15,0,11,HAC TRAIN RT JILL CHIP H-DRIVE 5-1,TRAIN,AC-H,JILL CHIP H-DRIVE 5-1,,DRIVE-H 5-1,P,I,4,19,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 035",35,END OF HALF,7,0,10,-6,-1,22-Z,VICTORY,VICTORY,,VICTORY,VICTORY,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 036",36,END OF HALF,7,2,11,-5,-1,22-Z,VICTORY,VICTORY,,VICTORY,VICTORY,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 037",37,TOUCHDOWN,8,0,10,-25,16,12,DEUCE LT SLOT LION OLY CHECK,DEUCE,,LION OLY,BEAR-LION OMAR,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 038",38,TOUCHDOWN,8,1,10,-41,14,12,(U) DOT LT Z-IN JAGUAR VEGAS Z-INSERT,DOT,IN-Z,JAGUAR VEGAS Z-INSERT,,VEGAS,P,C,4,86,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 039",39,TOUCHDOWN,8,1,10,45,1,12,FIB TRAIN LT BILLY SAME SPIDER X-HITCH,TRAIN,,SAME SPIDER X-HITCH,BEETLE-SPIDER,HITCH-X,R,,4,21,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 040",40,TOUCHDOWN,8,2,9,44,9,12,TRAIN RT OFF OX BENGAL WALL,TRAIN,,BENGAL WALL,BENGAL-TIGER WALL,,R,,4,21,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 041",41,TOUCHDOWN,8,1,10,35,5,12,DEUCE RT SLOT BEAR OMAR CHECK,DEUCE,,BEAR OMAR,BEAR-LION OMAR,,R,,4,13,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 042",42,TOUCHDOWN,8,2,5,30,-1,12,HAC DEUCE RT SLOT BEETLE Y-CULDESAC,DEUCE,AC-H,BEETLE Y-CULDESAC,BEETLE-SPIDER,,R,,4,13,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 043",43,TOUCHDOWN,8,3,6,31,30,11,(P) TRAIN LT OFF H-TOPGUN BEETLE Y-TRAIL,TRAIN,TOPGUN-H,BEETLE Y-TRAIL,BEETLE-SPIDER,,P,C,4,10,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 044",44,TOUCHDOWN,8,1,1,1,1,JUG,TRIX LT X-PLANE SPIDER SLICE FOLLOW,TRIX,PLANE-X,SPIDER SLICE FOLLOW,BEETLE-SPIDER SLICE FOLLOW,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 045",45,PUNT,9,0,10,50,2,12,FEDEX LT SPIDER H-TRAIL,FEDEX,,SPIDER H-TRAIL,BEETLE-SPIDER,,R,,4,13,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 046",46,PUNT,9,2,8,48,3,12,TRIPS LT OX ELEPHANT OLY,TRIPS,,ELEPHANT OLY,ELEPHANT-RHINO OMAR,,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 047",47,PUNT,9,3,5,45,0,11,(P) YAC TRAIN RT STACK N. GOLFER FLOODER,TRAIN,AC-Y,N. GOLFER FLOODER,,GOLFER FLOODER,P,I,4,19,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 048",48,MISSED FG,10,0,10,-41,10,12,THIEF RT BILLY Z-TOPGUN ROACH H-TRAIL,THIEF,TOPGUN-Z,ROACH H-TRAIL,ROACH-LEECH,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 049",49,MISSED FG,10,1,10,49,4,12,FIB TRAIN LT BILLY SAME SPIDER X-HITCH,TRAIN,,SAME SPIDER X-HITCH,BEETLE-SPIDER,HITCH-X,P,C,4,2,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 050",50,MISSED FG,10,2,6,45,5,12,DOT RT Z-IN LEECH,DOT,IN-Z,LEECH,ROACH-LEECH,,R,,4,26,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 051",51,,10,3,1,40,,12,HOPPY DEUCE RT OFF N. SCUBA,DEUCE,HOPPY,N. SCUBA,SCUBA,,X,,4,,
"07 NCCR OFF vs. NCEA (10/21/23), Play 052",52,MISSED FG,10,3,6,45,14,12,DEUCE RT OFF BEETLE H-TRAIL,DEUCE,,BEETLE H-TRAIL,BEETLE-SPIDER,,P,C,4,86,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 053",53,MISSED FG,10,1,10,31,10,12,DEUCE RT SLOT LION OLY CHECK (CK. BEAR OMAR),DEUCE,,BEAR OMAR,BEAR-LION OMAR,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 054",54,MISSED FG,10,1,10,21,0,12,(P) DAFFY RT Y-PLANE JAGUAR VEGAS SAIL,DAFFY,PLANE-Y,JAGUAR VEGAS SAIL,,VEGAS SAIL,P,I,4,83,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 055",55,,10,2,10,21,,12,(P) DOT RT Z-DBL JET LEECH Y-CULDESAC,DOT,DBL JET-Z,LEECH Y-CULDESAC,ROACH-LEECH,,P,PENALTY,4,84,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 056",56,MISSED FG,10,2,15,26,-5,21,(P) FIB DEUCE LT H-TOPGUN S. PITT,DEUCE,TOPGUN-H,S. PITT,PITT,,R,,4,13,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 057",57,MISSED FG,10,3,20,31,3,11,(P) TRAIN LT OFF H-TOPGUN BEETLE Y-TRAIL,TRAIN,TOPGUN-H,BEETLE Y-TRAIL,BEETLE-SPIDER,,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 058",58,MISSED FG,11,0,10,-10,1,12,FEDEX LT SPIDER H-TRAIL (CK. BEAR OMAR),FEDEX,,BEAR OMAR,BEAR-LION OMAR,,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 059",59,MISSED FG,11,2,9,-11,6,12,FEDEX LT SPIDER H-TRAIL,FEDEX,,SPIDER H-TRAIL,BEETLE-SPIDER,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 060",60,MISSED FG,11,3,3,-17,9,21,BONE RT BEETLE H-TRAIL,BONE,,BEETLE H-TRAIL,BEETLE-SPIDER,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 061",61,MISSED FG,11,1,10,-26,6,21,FIB TRAIN RT BILLY SAME BEETLE X-HITCH,TRAIN,,SAM BEETLE X-HITCH,BEETLE-SPIDER,HITCH-X,P,C,4,12,Y
